adverse,betamoving,betawaiting,detourspeed,information,kernel,mse,relspeed,walking
0.05029154518950437,0.0,0.0,1.3406492368527505,25.0,100.0,9051.230270984794,1.1249210616902199,100.0
0.05047652665019414,0.0,0.0,1.3575463267519294,25.0,100.0,8835.334709596127,1.1195751637281008,100.0
0.061239193083573486,0.0,0.0,1.3701081339360504,25.0,100.0,10065.94107198251,1.11272879283879,100.0
0.0446907400786557,0.0,0.0,1.2977068905085232,25.0,100.0,9161.79914000427,1.1071088445872301,100.0
0.05203539823008849,0.0,0.0,1.3271501111190322,25.0,100.0,10165.653490737113,1.1183198691093719,100.0
0.04695524578136464,0.0,0.0,1.267747896380313,25.0,100.0,7629.481953241948,1.1139653926065824,100.0
0.060079623597538906,0.0,0.0,1.363168432246171,25.0,100.0,8821.016473614116,1.1129230445094922,100.0
0.062320916905444126,0.0,0.0,1.3191341034128674,25.0,100.0,9391.1077915305,1.1297588992043925,100.0
0.06647398843930635,0.0,0.0,1.3023145596257244,25.0,100.0,8898.085634201687,1.1068014707272351,100.0
0.04586834733893557,0.0,0.0,1.273519211353102,25.0,100.0,9600.254136091444,1.1031097542555655,100.0
0.05055976886962803,0.0,0.0,1.2637433851603757,25.0,100.0,9183.50773136069,1.106085045649964,100.0
0.053203040173724216,0.0,0.0,1.2799315245695808,25.0,100.0,9005.128759368034,1.098901421304533,100.0
0.061085159899389146,0.0,0.0,1.3185605871238866,25.0,100.0,9392.424528525044,1.109812579576182,100.0
0.044655414908579466,0.0,0.0,1.3005571898518655,25.0,100.0,10853.812589545572,1.114327661021966,100.0
0.0651862464183381,0.0,0.0,1.3036899941636457,25.0,100.0,9760.802318162248,1.1336328922637084,100.0
0.05648909545942081,0.0,0.0,1.3276474640159888,25.0,100.0,8813.25392809152,1.1318934251972803,100.0
0.06587712805329386,0.0,0.0,1.2904737347595157,75.0,500.0,10207.755623337765,1.0518539269488998,300.0
0.0625694187338023,0.0,0.0,1.2204421282845395,75.0,500.0,9380.33201237769,1.0511328789759509,300.0
0.07318840579710145,0.0,0.0,1.2152011798039055,75.0,500.0,9149.170020631753,1.0487977474942796,300.0
0.0770065075921909,0.0,0.0,1.2194971139126616,75.0,500.0,11539.437179857867,1.0532350607794405,300.0
0.0736688548504741,0.0,0.0,1.210976365797346,75.0,500.0,10257.897772164886,1.0477795036765076,300.0
0.07841068917018285,0.0,0.0,1.471811911418654,75.0,500.0,11308.052871292342,1.0784539265343067,300.0
0.07827307827307828,0.0,0.0,1.2135097016686676,75.0,500.0,10859.230858443012,1.0519562530467261,300.0
0.062159214830970554,0.0,0.0,1.2428524129342817,75.0,500.0,9376.072717437219,1.0562078801924113,300.0
0.0782608695652174,0.0,0.0,1.2328120290089146,75.0,500.0,11732.011620824578,1.0484362108659036,300.0
0.06687898089171974,0.0,0.0,1.2256949162605952,75.0,500.0,11053.015600611996,1.052813977858283,300.0
0.06818181818181818,0.0,0.0,1.2752137269330737,75.0,500.0,10264.925268062678,1.0503029417908556,300.0
0.09146782357194505,0.0,0.0,1.2489860563061528,75.0,500.0,10509.064918654776,1.057719191005855,300.0
0.06267806267806268,0.0,0.0,1.2613470372386621,75.0,500.0,10550.238132258155,1.0553658049010815,300.0
0.06407909190772611,0.0,0.0,1.2854275064743366,75.0,500.0,9395.419085210164,1.0610763414243805,300.0
0.06419753086419754,0.0,0.0,1.260404274661974,75.0,500.0,10842.169584940291,1.055531703640425,300.0
0.06509298998569385,0.0,0.0,1.2946018319845034,75.0,500.0,11227.329749712972,1.0562747380462343,300.0
0.07434402332361516,0.0,0.0,1.2665461345820705,75.0,500.0,10217.996212885831,1.0531573142680666,300.0
0.06936416184971098,0.0,0.0,1.2296409947277476,75.0,500.0,9266.46678498448,1.0498468661786893,300.0
0.06994535519125683,0.0,0.0,1.2310547219687573,75.0,500.0,10611.115355417403,1.0554257198860513,300.0
0.06091006807595844,0.0,0.0,1.210595373367461,75.0,500.0,10182.613858687924,1.0458279546013503,300.0
0.08125445473984319,0.0,0.0,1.2672334730717645,75.0,500.0,9949.146687551374,1.0623202328656527,300.0
