adverse,betamoving,betawaiting,detourspeed,information,kernel,mse,relspeed,walking
0.06871609403254973,-0.25,-0.1,1.2800800252817859,20.0,200.0,10835.473480970455,1.1026082246449194,300.0
0.06369197553076646,-0.25,-0.1,1.295054355493564,20.0,200.0,10540.556917804783,1.1142466738645342,300.0
0.08315098468271334,-0.25,-0.1,1.2905197989278991,20.0,300.0,10456.673675903461,1.117935803191969,300.0
0.06714542190305206,-0.25,-0.1,1.3204413740281749,20.0,200.0,11176.739844876185,1.1176217302896008,300.0
0.07351351351351351,-0.25,-0.1,1.342450129911512,20.0,100.0,10244.48541227985,1.1166308270339687,300.0
0.07119505993461678,-0.25,-0.1,1.300762262805419,20.0,100.0,10414.250330256833,1.1067035025568717,300.0
0.06109324758842444,-0.25,-0.1,1.2750457347567712,20.0,200.0,11511.489367406637,1.0995074873719333,300.0
0.07543103448275862,-0.25,-0.1,1.3193906371301656,20.0,100.0,11037.920171898102,1.1265803872725142,300.0
0.07177700348432056,-0.25,-0.1,1.3168269679069764,20.0,200.0,11916.322884927251,1.1287643651533645,300.0
0.07470465601111884,-0.25,-0.1,1.3237281590298082,20.0,300.0,10774.378449271131,1.1144555411978956,300.0
0.08848614072494669,-0.25,-0.1,1.3045476705189127,20.0,100.0,11274.328209677047,1.1129333856201415,300.0
0.06050955414012739,-0.25,-0.1,1.306687844937137,20.0,100.0,11184.036638767802,1.1073362996534724,300.0
0.06549295774647887,-0.1,0.0,1.3238671628416663,40.0,300.0,10418.421597524795,1.095650557479914,300.0
0.08226037195994278,-0.1,0.0,1.249296964603476,40.0,300.0,10708.258525486293,1.0894645429450676,300.0
0.0714539637397796,-0.1,0.0,1.2754970942843673,40.0,300.0,11012.454532634978,1.0889634900826384,300.0
0.06399132321041215,-0.1,0.0,1.26023216351626,40.0,300.0,9086.511913669801,1.0801292799989215,300.0
0.06954954954954955,-0.1,0.0,1.359808656177848,40.0,200.0,10290.61081442052,1.0874818496577543,300.0
0.057766819302571326,-0.1,0.0,1.3197769017489067,40.0,200.0,10291.61490947286,1.0849716363613384,300.0
0.06567489114658925,-0.1,0.0,1.3440718728148309,40.0,300.0,9445.744677097991,1.0953708811636618,300.0
0.06263982102908278,-0.1,0.0,1.3064557701682649,40.0,100.0,10154.881830932547,1.084652637440007,300.0
0.06674041297935103,-0.1,0.0,1.3534309653100822,40.0,200.0,9735.018689474295,1.091537558822466,300.0
0.07020734812659149,-0.1,0.0,1.2686145178662294,40.0,200.0,10460.04573838691,1.088437065779313,300.0
0.0736462093862816,-0.1,0.0,1.2419980725265976,40.0,200.0,11501.708955433834,1.0915301286924581,300.0
0.06462093862815885,-0.1,0.0,1.2828833604464456,40.0,100.0,10378.41223541906,1.0794432322530079,300.0
0.07168850072780204,-0.1,0.0,1.3524282402841714,40.0,100.0,9259.11403164244,1.0914208426490835,300.0
0.06145051804215791,-0.1,0.0,1.2976477202113212,40.0,100.0,10410.978301606758,1.0839084427920858,300.0
0.09044862518089725,-0.1,0.0,1.3471537090546288,20.0,300.0,10633.07230680016,1.123243163659179,300.0
0.07577955039883974,-0.1,0.0,1.2709233616872377,40.0,100.0,10182.612059650648,1.0844741846345052,300.0
0.0831858407079646,-0.1,0.0,1.3989883566612311,20.0,300.0,10606.695084266368,1.1163642796587199,300.0
0.07289048473967684,-0.1,0.0,1.3349021840854134,20.0,300.0,9841.774067758719,1.1489242793934045,300.0
0.07614942528735633,-0.1,0.0,1.2811515157387836,20.0,200.0,10657.177598221051,1.1077677386194518,300.0
0.0694593626924454,-0.1,0.0,1.3248874824615662,20.0,300.0,10468.533079277457,1.1132514128921847,300.0
0.08681785967399008,-0.1,0.0,1.3393111634303763,20.0,200.0,11723.05200043672,1.1275092220913767,300.0
0.07528818443804035,-0.1,0.0,1.3273275410227847,20.0,300.0,11085.337299815215,1.1085069069402278,300.0
0.07511737089201878,-0.1,0.0,1.2984995358559541,20.0,200.0,10832.253054894141,1.1256138982025672,300.0
0.06367583212735166,-0.1,0.0,1.3365178992147164,20.0,200.0,10480.545680869738,1.117355082283049,300.0
0.08044280442804429,-0.1,0.0,1.3295349824528901,20.0,200.0,10304.692884954597,1.1175636609253365,300.0
0.0779816513761468,-0.1,0.0,1.3672085874811275,20.0,100.0,10908.45414538598,1.118908985478203,300.0
0.0756578947368421,-0.1,0.0,1.28489469858635,20.0,100.0,10223.408989078755,1.1172638032726143,300.0
0.08585858585858586,-0.1,0.0,1.3077849090071794,20.0,100.0,11130.618762848453,1.118409435249256,300.0
0.07766642806012884,-0.1,0.0,1.3651427973063055,20.0,100.0,10746.035132314526,1.113445675747381,300.0
0.08791606367583213,-0.1,0.0,1.2988236216768818,20.0,100.0,10010.985239655522,1.1182462112759914,300.0
0.07356653443923548,-0.13,0.0,1.3119715656845314,40.0,300.0,10222.466433925689,1.1031024217474887,300.0
0.09279112754158965,-0.13,0.0,1.3095365999100157,40.0,300.0,10350.419565718423,1.09837385735985,300.0
0.06444525814719883,-0.13,0.0,1.2345289249871372,40.0,300.0,9882.221456769723,1.0777935246052812,300.0
0.05664488017429194,-0.13,0.0,1.2627780798767638,40.0,300.0,9639.808941818397,1.0819907725331586,300.0
0.08276111311890133,-0.13,0.0,1.2748892731452972,40.0,300.0,9939.125926410221,1.0911139150521505,300.0
0.05583392984967788,-0.13,0.0,1.249740466318826,40.0,200.0,10270.805537231592,1.0840421869419443,300.0
0.08088761632068718,-0.13,0.0,1.2249581062543553,40.0,200.0,10693.078444142928,1.0924161909829242,300.0
0.10183519251529327,-0.13,0.0,1.2607700418894363,40.0,200.0,10661.83476742292,1.090801644859839,300.0
0.056466302367941715,-0.13,0.0,1.258895173425329,40.0,200.0,8792.303051714789,1.08977565609845,300.0
0.06699751861042183,-0.13,0.0,1.2294235726002956,40.0,200.0,11324.237082305173,1.0790989400603557,300.0
0.061940565699964194,-0.13,0.0,1.3825960490214466,40.0,100.0,10374.77626206695,1.0930919840645579,300.0
0.07648114901256732,-0.13,0.0,1.2508397767107804,40.0,100.0,10427.233181032123,1.0907826257874556,300.0
0.07305433186490455,-0.13,0.0,1.2860441803751967,40.0,100.0,9692.820912564637,1.083218668924618,300.0
0.06944444444444445,-0.13,0.0,1.2711046288411822,40.0,100.0,9891.974074413294,1.0889181059602782,300.0
0.07890039271688683,-0.13,0.0,1.2810863795835898,20.0,300.0,10195.603435223253,1.1204332061025413,300.0
0.06490299823633157,-0.13,0.0,1.2794761139111983,40.0,100.0,10898.194614596603,1.0937073323746842,300.0
0.07854337736522671,-0.13,0.0,1.317711799389371,20.0,300.0,10700.03849777613,1.1226742515795483,300.0
0.085621387283237,-0.13,0.0,1.2900210067775124,20.0,300.0,11019.951824545386,1.1084523745507404,300.0
0.09663564781675017,-0.13,0.0,1.366630569917454,20.0,300.0,11401.408009609311,1.1270744357840405,300.0
0.0646186440677966,-0.13,0.0,1.3194486009877326,20.0,300.0,11675.713399820002,1.1091456630231795,300.0
0.08144475920679886,-0.13,0.0,1.3239546511350808,20.0,200.0,11205.24632164192,1.1237199637455444,300.0
0.08623188405797101,-0.13,0.0,1.3359363013635785,20.0,200.0,11230.57378138835,1.1260194284264307,300.0
0.08239971087820744,-0.13,0.0,1.2859290512567059,20.0,200.0,10685.817750110058,1.1090356587986303,300.0
0.06769895570759812,-0.13,0.0,1.3029362726698073,20.0,100.0,10634.421927207868,1.104429580049049,300.0
0.06735566642908054,-0.13,0.0,1.357027511995717,20.0,200.0,10955.954447570017,1.1110691024086004,300.0
0.07667502687208885,-0.13,0.0,1.3108928709508034,20.0,200.0,10182.835922152843,1.119637603170878,300.0
0.06467840459935321,-0.13,0.0,1.2846758843042003,20.0,100.0,10677.46448135103,1.1050961371577543,300.0
0.06421356421356421,-0.13,0.0,1.3802799511311583,20.0,100.0,9605.387176826784,1.1101805998299543,300.0
0.07464285714285715,-0.13,0.0,1.3066269025121373,20.0,100.0,10940.176397674612,1.1161387307801796,300.0
0.07733428367783321,-0.13,0.0,1.3358690938555025,20.0,100.0,10844.61382724625,1.1171307096712675,300.0
0.06534793359237019,-0.16,0.0,1.3104951857349216,40.0,300.0,10463.54462183351,1.0946635532797528,300.0
0.07692307692307693,-0.16,0.0,1.340844554828844,40.0,300.0,10706.227612643948,1.0987320202299495,300.0
0.07278594478307637,-0.16,0.0,1.3089044619720156,40.0,300.0,10230.7168895657,1.0912621030825218,300.0
0.0903593027392387,-0.16,0.0,1.296786262212948,40.0,300.0,11142.268991454468,1.1036242353718875,300.0
0.08169219547775347,-0.16,0.0,1.2493549237229065,40.0,300.0,10308.882144183786,1.0804203879375354,300.0
0.07903168387326451,-0.16,0.0,1.2529274235758987,40.0,200.0,9371.765053783549,1.0900516402336753,300.0
0.06214488636363636,-0.16,0.0,1.2263997730933347,40.0,200.0,9946.96176329134,1.0875437386892821,300.0
0.07870036101083032,-0.16,0.0,1.2890588643113021,40.0,200.0,10431.352137972126,1.090074941276669,300.0
0.0625,-0.16,0.0,1.2382526548174573,40.0,200.0,10250.06152059354,1.0853808235682303,300.0
0.0667380442541042,-0.16,0.0,1.2612256232484322,40.0,200.0,10371.489062132781,1.087285166721263,300.0
0.07995735607675906,-0.16,0.0,1.2672542347031275,40.0,100.0,9730.281941063486,1.0942155334611714,300.0
0.05608131791097091,-0.16,0.0,1.2782701004967194,40.0,100.0,10012.363599914826,1.0832778580829652,300.0
0.05121865065347934,-0.16,0.0,1.3279117370372842,40.0,100.0,9581.10378831728,1.0842553024901753,300.0
0.07042759611929572,-0.16,0.0,1.27104824985824,40.0,100.0,9533.050788155815,1.082661741181819,300.0
0.0787037037037037,-0.16,0.0,1.2596652875765548,40.0,100.0,10225.769468454208,1.09027230812731,300.0
0.08522932466594438,-0.16,0.0,1.3441141174349718,20.0,300.0,10549.346981927487,1.1096699753422488,300.0
0.07579549517340008,-0.16,0.0,1.2986631135273117,20.0,300.0,10827.156731727444,1.1233932047675566,300.0
0.10317460317460317,-0.16,0.0,1.2759036734169205,20.0,200.0,10781.922426544304,1.125641627288538,300.0
0.06765023389708529,-0.16,0.0,1.2960667963393535,20.0,200.0,9818.266650956137,1.1187324452313603,300.0
0.08523537803138374,-0.16,0.0,1.3110423122825308,20.0,300.0,10903.171408392296,1.1137425081840573,300.0
0.07446043165467627,-0.16,0.0,1.2887998851505966,20.0,300.0,10685.080620691862,1.116766262625288,300.0
0.07386563489271895,-0.16,0.0,1.306695755423867,20.0,300.0,11155.96708205254,1.1149206524579658,300.0
0.08158921603405463,-0.16,0.0,1.3243051812171303,20.0,200.0,11448.26551827296,1.120217926906826,300.0
0.06445672191528545,-0.16,0.0,1.2632742266664403,20.0,200.0,10870.053220286742,1.115110605264076,300.0
0.07642158638174575,-0.16,0.0,1.3185129881684199,20.0,200.0,10643.041712468705,1.105802037373546,300.0
0.06700107488355428,-0.16,0.0,1.359814758729766,20.0,100.0,10876.104044143834,1.1113913139234042,300.0
