"id" "X" "Y" "capacity"
"93" 15049 2.28712226198256 48.8321794442604 23
"94" 16030 2.27355626496537 48.8476657100294 55
"95" 15042 2.27139647246143 48.8337338301773 21
"96" 19012 2.37469338894231 48.882700644222 60
"97" 21018 2.25065773963902 48.8282434941585 26
"98" 15053 2.291540507949 48.8392220977623 45
"99" 18027 2.3362665239128 48.8934003929819 28
"100" 6103 2.33044682027725 48.8502970102176 55
"101" 42006 2.38146031918422 48.8169297205612 20
"102" 17011 2.31467800111538 48.8941513832937 54
"103" 6020 2.34265739289121 48.8529304105913 35
"104" 11017 2.39609349532184 48.8541760404149 46
"105" 14111 2.33598303046652 48.8375492921975 24
"106" 11032 2.3778855156848 48.867937963098 48
"107" 21113 2.29662648341284 48.8993483537726 25
"108" 11044 2.37120861796012 48.8634319896359 23
"109" 3001 2.36783265929612 48.8580440569424 52
"110" 20133 2.40961536277553 48.853528685941 27
"111" 13047 2.37773843365762 48.8226328422322 49
"112" 34009 2.32217124868867 48.9052696293797 26
"113" 11001 2.3697014882175 48.853848226211 40
"114" 3007 2.35944703194638 48.8624012119144 28
"115" 9009 2.34578551680324 48.8766011713626 21
"116" 905 2.31669 48.86314 20
"117" 15115 2.31829155159271 48.841325259808 48
"118" 5018 2.35016993902064 48.8483857647167 37
"119" 35006 2.40908765272598 48.896331931661 22
"120" 9036 2.32956021945824 48.878113787876 20
"121" 4107 2.36842906992905 48.8555013577017 18
"122" 17050 2.32383474908838 48.8831039045822 17
"123" 5013 2.3445966499316 48.8425479496716 20
"124" 20110 2.4059603311549 48.875412421861 20
"125" 13001 2.3446640434263 48.8377279209782 18
"126" 13103 2.3604603364768 48.8377276874543 50
"127" 17018 2.30951238050775 48.8811619835771 17
"128" 31704 2.42793357977893 48.8739292000335 28
"129" 4103 2.35397627361878 48.8572037876971 25
"130" 21013 2.24882139108772 48.8258469346999 21
"131" 11012 2.39307555827447 48.8505070118419 33
"132" 33012 2.37642400951409 48.9151561828132 30
"133" 35001 2.39932563330523 48.9101370950539 26
"134" 21703 2.29130063072414 48.8210499234595 24
"135" 2101 2.34546365270257 48.8660671500868 22
"136" 17025 2.30346740668713 48.8794303755264 35
"137" 7004 2.32631980638438 48.8532616686117 36
"138" 20032 2.38935041243347 48.8662951060021 12
"139" 9008 2.34369843072095 48.8791617777755 17
"140" 43007 2.43989289938624 48.8482577527293 25
"141" 12006 2.37169167797775 48.8441924078948 60
"142" 21204 2.32088679076093 48.8153882203973 31
"143" 14016 2.33599967730057 48.824767102597 53
"144" 31002 2.41930708875366 48.8528141913458 25
"145" 15070 2.27827419306183 48.838633871536 36
"146" 17047 2.29858466343129 48.8837697332735 26
"147" 18018 2.33082039647774 48.8907472101714 19
"148" 4014 2.35592748653501 48.8594027196436 30
"149" 15105 2.29787643146792 48.8527667435281 24
"150" 10024 2.37220322485639 48.8718258899262 18
"151" 32008 2.36499787715513 48.9057454676545 35
"152" 8054 2.3013031383076 48.8761403982639 32
"153" 7009 2.32013127690393 48.8613738909426 62
"154" 1015 2.33559960389384 48.8639796551511 20
"155" 17002 2.32440044543717 48.8879013455305 37
"156" 18030 2.34751796660457 48.8937342775359 38
"157" 32605 2.42327263606036 48.8821730942046 22
"158" 43005 2.43343260792337 48.8475504363108 49
"159" 13045 2.37053056385548 48.8278380326495 20
"160" 8034 2.30831406418914 48.8748103900282 34
"161" 2012 2.3360394555421 48.8699697339689 42
"162" 5029 2.33729688973794 48.8401089566606 30
"163" 20008 2.40587104452954 48.853246898212 31
"164" 17039 2.28851804786494 48.8781552978974 38
"165" 15069 2.2883866008495 48.841249336041 46
"166" 5027 2.35143332976764 48.8371260386106 40
"167" 12017 2.40509982632364 48.8446346262977 39
"168" 35003 2.39325582933415 48.9026916179814 20
"169" 20116 2.40242616223891 48.8538689676649 22
"170" 18011 2.36342901627977 48.8928457111673 35
"171" 13005 2.34857246170222 48.8354807189661 47
"172" 10032 2.37007170698515 48.872859139003 32
"173" 15037 2.29546490651511 48.8404161884088 47
"174" 21106 2.30856953502856 48.9006603494266 25
"175" 8055 2.29929600386146 48.8781888764185 29
"176" 4002 2.34735644764263 48.8552533608443 24
"177" 15030 2.28438063370099 48.8480457862832 33
"178" 11020 2.38307245237446 48.8563171780307 36
"179" 15059 2.27801857156773 48.8407143644436 64
"180" 8549 2.30112319174409 48.8704091350747 24
"181" 21501 2.22599848496062 48.8675658061302 51
"182" 14011 2.33172937899415 48.8275252920069 23
"183" 8013 2.30662083490235 48.8696161948985 33
"184" 43001 2.42024734047464 48.8463380538888 22
"185" 44101 2.45923941480648 48.8150500061974 48
"186" 1007 2.3477020211411 48.8635670471195 20
"187" 8105 2.30242621884156 48.8695179793442 31
"188" 16042 2.2579725727069 48.8375552600146 56
"189" 18022 2.3490573929687 48.8904511209648 47
"190" 21101 2.29784000737435 48.9024924515185 25
"191" 14125 2.33614655720435 48.8307232145836 24
"192" 14115 2.31657332931609 48.8239231685446 33
"193" 17004 2.32252897509438 48.8889616185588 22
"194" 17007 2.32272736705483 48.8959141175001 34
"195" 17116 2.30014465995486 48.891834448211 33
"196" 9104 2.32777869011861 48.8741790240302 30
"197" 8008 2.3228843657519 48.8753531744647 18
"198" 3013 2.36289742022954 48.8569541480553 14
"199" 13023 2.35303458295142 48.8286028908451 26
"200" 43008 2.44469088782798 48.8477906644826 25
"201" 20016 2.40442562517696 48.857129400355 19
"202" 18005 2.34187980231063 48.8841632664746 17
"203" 14106 2.31067065346762 48.8253258700605 21
"204" 20120 2.41323987955004 48.8733382252365 30
"205" 15107 2.28548042091786 48.8335736182304 43
"206" 15013 2.30655861557466 48.8435427350063 54
"207" 33104 2.40324031836662 48.8836202338437 55
"208" 4009 2.36087834343166 48.8527259721895 28
"209" 16034 2.26065982613763 48.8479502077943 33
"210" 9029 2.33276238001163 48.8768593272933 39
"211" 13022 2.34906350669476 48.8275643798787 36
"212" 20018 2.40994255387768 48.8586216693501 36
"213" 8047 2.30127460931682 48.8681659405583 32
"214" 33009 2.37883847406415 48.9078857572667 33
"215" 17108 2.31802067935836 48.8961812679083 54
"216" 11042 2.36926143825526 48.8646494198968 47
"217" 21707 2.29250033145655 48.8250993292156 24
"218" 15047 2.29928264159962 48.8331797705565 52
"219" 13121 2.38858067885378 48.8249528728704 47
"220" 7001 2.31618388672946 48.8477698568288 45
"221" 15039 2.30186596838429 48.8360583938563 12
"222" 6001 2.33583135303774 48.8576156785647 17
"223" 11109 2.37109744847151 48.8663313479025 23
"224" 14027 2.31888210120735 48.8308871745524 36
"225" 16104 2.28886639604116 48.8713610397756 34
"226" 11111 2.38721708537201 48.8549638003352 18
"227" 18111 2.3333936588044 48.8894963048682 24
"228" 14108 2.32786165330247 48.8223409659341 21
"229" 8026 2.31546549458492 48.8754572002448 13
"230" 9002 2.34914749353609 48.8792233706285 15
"231" 11019 2.39054639061998 48.8556031620258 32
"232" 19118 2.37427650923615 48.8771241776674 22
"233" 5022 2.35222292160749 48.8462950317216 17
"234" 10009 2.35766368561921 48.8720836088694 17
"235" 12038 2.40052566855206 48.8399887889119 39
"236" 14036 2.32930394654529 48.8343907970068 43
"237" 17005 2.31973055992978 48.8903299891204 35
"238" 16019 2.26880655019948 48.8630253153883 36
"239" 18104 2.35943545490188 48.8926568919912 17
"240" 13106 2.35424653463425 48.8298753726595 24
"241" 21007 2.22797877475429 48.8406492985733 52
"242" 10111 2.36403505925044 48.8734627987082 21
"243" 35008 2.41252957147218 48.8927196663313 30
"244" 19022 2.3734047671616 48.8814473211034 23
"245" 19109 2.36885639049963 48.8862334174298 19
"246" 8048 2.29851404880358 48.8688517082349 20
"247" 9014 2.34077266233144 48.8753297231533 34
"248" 9108 2.34478560298721 48.8778900149743 33
"249" 13009 2.35040358782183 48.8299837107196 25
"250" 19006 2.37614246886362 48.8906781294313 55
"251" 17009 2.31731325811074 48.8926339214324 33
"252" 12106 2.37908134343237 48.8439491758425 69
"253" 19125 2.37850015613849 48.8887900267753 30
"254" 42703 2.36268350990116 48.8095823380351 45
"255" 8016 2.32365883074314 48.8732044010289 39
"256" 15025 2.29671030093086 48.8514541821274 48
"257" 5031 2.35461598268321 48.8436748454376 55
"258" 6008 2.33342838187589 48.8437344687794 33
"259" 1116 2.33438844825187 48.866810653323 27
"260" 15033 2.29054156015453 48.8447903902618 48
"261" 19035 2.39784641538319 48.8857332998587 21
"262" 19001 2.37294608846728 48.8941041403163 56
"263" 41603 2.42377059524055 48.8457792191646 19
"264" 18041 2.34065184962233 48.8821942039509 20
"265" 20119 2.39669061287625 48.8701364586824 25
"266" 20047 2.4103900081973 48.8473310531154 48
"267" 15026 2.28970534822202 48.8538440543335 32
"268" 2022 2.34590581139442 48.8707827795368 36
"269" 20006 2.40629610781658 48.8502852806358 12
"270" 16044 2.25219106053761 48.8387133631624 32
"271" 17033 2.29373210016993 48.8755384211021 32
"272" 20035 2.39503998122068 48.8694128911613 26
"273" 18040 2.36021557266432 48.8845700631631 23
"274" 10021 2.35451144563739 48.8773560576523 15
"275" 10006 2.35403448428308 48.8729397678371 28
"276" 18026 2.34011963243656 48.8928952839678 33
"277" 16016 2.28084048191106 48.8601161096266 33
"278" 19009 2.38464964402193 48.8965490597876 30
"279" 19101 2.38259171497997 48.8750704040631 24
"280" 17044 2.32851451022192 48.8979224085452 42
"281" 12107 2.39023863314186 48.8476538809846 21
"282" 7014 2.31463384062783 48.8516782290479 42
"283" 14001 2.32444878951907 48.841156216483 27
"284" 12021 2.41097245166824 48.844373193657 50
"285" 3009 2.35660934144383 48.8615811577309 18
"286" 3004 2.36351 48.86707 18
"287" 19105 2.39571950819391 48.8836592109373 17
"288" 18001 2.33264836384539 48.8872746426427 18
"289" 15108 2.28714145414949 48.8447287916245 22
"290" 20030 2.38713395757371 48.8634111074047 56
"291" 2020 2.33326859310154 48.8676230780568 20
"292" 14104 2.31761478678155 48.8342501350539 22
"293" 11004 2.37402723561374 48.8522552900425 32
"294" 16022 2.28002739530677 48.8575668897845 17
"295" 19106 2.37262829364575 48.9017738517242 30
"296" 13010 2.35670842076066 48.8315826437749 40
"297" 17107 2.29323415107242 48.8859131282562 36
"298" 13101 2.34810865477735 48.8311217750692 34
"299" 42503 2.33205479495042 48.8131566777178 30
"300" 13151 2.36612446185962 48.8405773029076 55
"301" 8029 2.31019378796476 48.8653462693627 36
"302" 15034 2.29404143328216 48.8444259195454 55
"303" 3003 2.36495138689375 48.8621322349716 32
"304" 13046 2.37504430009485 48.8257129035196 44
"305" 20023 2.40398083637749 48.8650008184765 15
"306" 1012 2.34155507782723 48.8629981667678 22
"307" 13111 2.35326018374091 48.8185744158395 54
"308" 42008 2.38420701355798 48.8142062847559 25
"309" 12041 2.41346357648683 48.8336548528303 58
"310" 34001 2.32481980780448 48.900889626876 24
"311" 21104 2.31917665758013 48.9036767022563 22
"312" 11009 2.3890216505832 48.8521930954375 23
"313" 19031 2.38634884002286 48.8830298392804 23
"314" 23010 2.28420499011361 48.8919623289648 25
"315" 13031 2.35870121787832 48.821159320801 31
"316" 9017 2.34077441211784 48.8810321490163 29
"317" 12026 2.38221733705041 48.8377214589821 36
"318" 12012 2.38570767221767 48.847296310645 21
"319" 5026 2.34993205295774 48.8389938245432 49
"320" 11045 2.3673523287996 48.8612050519343 42
"321" 32602 2.41616066183218 48.8794000532367 56
"322" 18046 2.32612442031434 48.8879401639469 33
"323" 10014 2.36393331138036 48.8716626619994 56
"324" 19115 2.38612000821051 48.8984900530738 27
"325" 12113 2.40263674939916 48.8329341936998 30
"326" 20042 2.3917391737763 48.8721573799357 47
"327" 7023 2.29559959844703 48.860897797941 60
"328" 18113 2.33432733641793 48.8875730709534 22
"329" 19027 2.3978962906105 48.8806060535742 18
"330" 33102 2.40746868938648 48.8865269832675 18
"331" 19026 2.39249621664953 48.8819531724452 16
"332" 17028 2.29631993184172 48.888800020649 36
"333" 17030 2.29515206744623 48.8836391538993 23
"334" 10017 2.3567967652049 48.8745750367803 13
"335" 15103 2.27510833205623 48.8434172323859 49
"336" 8033 2.30972258893223 48.8727876808465 27
"337" 19025 2.38896041078391 48.8795614522371 17
"338" 4018 2.35021728097635 48.8579996433149 19
"339" 16118 2.25837365819895 48.8406103996637 26
"340" 2107 2.34899551804935 48.8700006171965 16
"341" 42706 2.36134550272134 48.8146624956089 30
"342" 20025 2.39781447530757 48.8653941647232 24
"343" 28003 2.23736244630457 48.8804708721965 35
"344" 14009 2.33378329803361 48.83055599941 36
"345" 11035 2.37153681066394 48.8694696053287 53
"346" 18101 2.34986545092144 48.8954703703991 22
"347" 15011 2.30175308699111 48.8458314196108 62
"348" 12033 2.38613316870034 48.8335083324574 66
"349" 9034 2.3265996571137 48.8699566815748 22
"350" 14035 2.32255164001816 48.8378836277624 48
"351" 21009 2.24084666482118 48.8379982952818 46
"352" 17023 2.30345740868527 48.8905862155503 36
"353" 20039 2.38128260110279 48.8689406428553 48
"354" 16010 2.28285990897973 48.8658554963631 23
"355" 8052 2.29997293264267 48.8728829909744 30
"356" 17026 2.30113837817673 48.8818571507446 41
"357" 42702 2.35817289646248 48.8104774996005 20
"358" 14110 2.32071409808913 48.8277462660758 24
"359" 10152 2.35415909595825 48.8790493107602 25
"360" 14107 2.32293685710795 48.8234163005029 33
"361" 15031 2.28990664645753 48.8481703413652 53
"362" 11010 2.3917546141943 48.8492592621152 41
"363" 7021 2.30371658023458 48.8586517095264 50
"364" 16005 2.28507454142023 48.87030612437 25
"365" 21303 2.24966529828803 48.8234505470138 31
"366" 15041 2.3068984782082 48.8328539082769 36
"367" 13055 2.38022060626611 48.8285952838574 61
"368" 21021 2.25700586730089 48.8331749589101 40
"369" 10025 2.36601144898322 48.8774203430896 15
"370" 20121 2.3920204892863 48.8689101274487 18
"371" 19011 2.38499975689617 48.8933800500227 47
"372" 13038 2.36333471061476 48.8219079688117 24
"373" 1016 2.33443342122379 48.8664835145089 25
"374" 1102 2.34759791271647 48.8640650469499 18
"375" 16025 2.27558058418559 48.8527869440996 69
"376" 16017 2.27534656855531 48.8617203290273 16
"377" 20029 2.41104629853209 48.8780992764359 25
"378" 22101 2.22218923568078 48.8431262059669 50
"379" 20131 2.38961313668446 48.8593585235926 33
"380" 1003 2.34762008768451 48.8591502872556 50
"381" 17001 2.3268034898348 48.8928229630235 45
"382" 1010 2.34436612844611 48.8594623892453 25
"383" 17016 2.31686114315115 48.8881869858103 21
"384" 11002 2.37342454193056 48.8551062954047 23
"385" 13120 2.37871860660868 48.8211387514376 19
"386" 8004 2.32328899479171 48.8704218834336 64
"387" 20113 2.38498139027809 48.8719562663553 21
"388" 10036 2.36711064403166 48.8838432656888 29
"389" 42207 2.40587672301108 48.8266572063246 28
"390" 12028 2.38972897946738 48.8419236632765 27
"391" 5008 2.34607682591354 48.8509772297936 20
"392" 2003 2.35084459528783 48.8661457465286 31
"393" 1026 2.34016976701762 48.8634305019412 31
"394" 20112 2.38943590833061 48.8740924809158 20
"395" 16101 2.28345759338342 48.8766926874369 34
"396" 17110 2.32036786584418 48.8877723254283 29
"397" 15120 2.27534258685029 48.8296843300915 29
"398" 10114 2.36666943698496 48.8747949948413 59
"399" 17031 2.29078141127921 48.8856174162832 27
"400" 6021 2.33479762294837 48.8564374096868 19
"401" 16031 2.27518841467119 48.8561507433887 19
"402" 16103 2.29150817942673 48.8727991559924 21
"403" 6027 2.32424057814409 48.8461298915485 31
"404" 8030 2.30769160565034 48.8672932362145 35
"405" 4105 2.36323986872132 48.8499600352775 36
"406" 20044 2.41052290977911 48.8529196799573 27
"407" 12120 2.41827234236864 48.8277252370476 50
"408" 16018 2.27244864764647 48.864411409459 17
"409" 13042 2.36410705325463 48.8309574641457 36
"410" 41302 2.47946426870908 48.8364811291818 50
"411" 23004 2.29384801797407 48.8981970226357 35
"412" 12109 2.38756433493207 48.8408694597024 30
"413" 9030 2.33203631336864 48.8751858641775 44
"414" 18017 2.33817871442611 48.8896779050281 38
"415" 18107 2.35358041022707 48.8847068639833 33
"416" 15008 2.31108550609411 48.8448380192272 62
"417" 7018 2.30974761560334 48.851294334589 18
"418" 19044 2.39607900820668 48.8971300530746 50
"419" 10012 2.35932361343062 48.87326784117 24
"420" 7022 2.30225034417595 48.8616404995762 69
"421" 35012 2.41430751511129 48.8894858401957 25
"422" 1009 2.34433354527384 48.8602451945326 24
"423" 15051 2.29346711912861 48.835981004456 8
"424" 20107 2.41273364162825 48.8512852761581 23
"425" 8012 2.32620717538549 48.8833180443546 47
"426" 3012 2.35366081624923 48.8674979894066 24
"427" 10105 2.35128163668651 48.8702780785796 24
"428" 9033 2.32831574261618 48.8727950198726 51
"429" 14116 2.32300304092451 48.8203236461268 12
"430" 12027 2.38616492781374 48.8426477787005 16
"431" 13034 2.36106902408942 48.8290266697347 18
"432" 9026 2.33370917333728 48.8793982644772 17
"433" 17013 2.31647383591417 48.8854377308945 22
"434" 31004 2.42205573361323 48.8555013128647 46
"435" 9106 2.3294234940009 48.872190251401 15
"436" 16028 2.27246948291569 48.8510048746653 66
"437" 18034 2.33339042383468 48.896328348516 41
"438" 5010 2.33930672198142 48.8437569813016 15
"439" 12102 2.37040616152132 48.8461880014649 30
"440" 5019 2.35297018360202 48.8496904113704 25
"441" 16038 2.26572414789506 48.8450971265317 34
"442" 9022 2.33798086770167 48.8733462751051 33
"443" 11030 2.37601991201957 48.865307984235 22
"444" 16130 2.26750468357477 48.863757931035 33
"445" 43009 2.45223739659609 48.846961260175 50
"446" 15113 2.31311786729747 48.8404004036544 25
"447" 1001 2.34174799515786 48.8570916352182 16
"448" 18044 2.32880709819223 48.8841271080466 32
"449" 23001 2.27761872722319 48.8936146524531 35
"450" 17046 2.29451253605293 48.8775320841302 25
"451" 19018 2.39268612206715 48.8887860708258 60
"452" 14126 2.33260968792188 48.8169809812593 42
"453" 16033 2.26525382116 48.8484276136739 31
"454" 16029 2.27769726944862 48.8513599125815 45
"455" 17021 2.30549744426064 48.8842894403224 40
"456" 19116 2.37026248225988 48.881472498481 30
"457" 34010 2.33391012712922 48.9115704593083 50
"458" 22006 2.26009698393187 48.8830266591596 25
"459" 19014 2.38246120055766 48.8863350826153 18
"460" 15038 2.30065445929164 48.8396350805619 66
"461" 20043 2.39840304703793 48.8516026652216 27
"462" 21207 2.31702986373133 48.8155296336784 29
"463" 20036 2.39895960233165 48.8706826338446 19
"464" 15067 2.29307702985722 48.8528046049403 12
"465" 18114 2.33461773564066 48.8852579713485 21
"466" 9035 2.32733929071423 48.8777532340006 44
"467" 2016 2.35018588824494 48.8686604815393 21
"468" 5021 2.35339837968935 48.8471846411502 36
"469" 18006 2.34413928594718 48.8846916064055 33
"470" 4015 2.35638115487306 48.8559658562102 16
"471" 20117 2.40820345430209 48.8727472690362 32
"472" 35009 2.40910773770119 48.8921394093072 22
"473" 17012 2.32220602534734 48.8841012931631 23
"474" 19029 2.37471951679563 48.8867988117734 18
"475" 10004 2.35352156501111 48.870893425956 63
"476" 2010 2.34316333438536 48.8707757572723 30
"477" 9027 2.33326337274818 48.8823532598454 25
"478" 11040 2.36613637424997 48.864420141732 36
"479" 21003 2.23701147134366 48.8456381388333 23
"480" 13036 2.36517760348358 48.8269001997157 36
"481" 42014 2.39090936806714 48.8141405375024 51
"482" 906 2.3586300645446 48.8764198136411 20
"483" 14117 2.32095412572888 48.8393250250604 39
"484" 10031 2.36362521455299 48.8819972099902 39
"485" 9010 2.34439302185395 48.876719895109 23
"486" 13053 2.37593455801393 48.8294101345956 21
"487" 1002 2.34701005811449 48.857940092963 21
"488" 12025 2.3795195277231 48.8402677248545 22
"489" 16107 2.2757256357312 48.8659832410243 33
"490" 13118 2.37606009168572 48.8243428568592 63
"491" 20013 2.39972858968972 48.8553551399868 44
"492" 17105 2.28201558962579 48.8834980819484 41
"493" 17043 2.28538067947359 48.8802336276132 38
"494" 14037 2.32184998734424 48.8257098170281 33
"495" 8005 2.32442963049651 48.8690900883376 37
"496" 5003 2.34132491601157 48.8462392817034 35
"497" 11037 2.36498 48.868 38
"498" 10034 2.36005308898532 48.8838493184415 20
"499" 21211 2.30316988762781 48.8117498213108 38
"500" 16002 2.2842194320606 48.8751849611119 38
"501" 13008 2.35480947270066 48.8319963691693 53
"502" 21110 2.31082038170894 48.9055031145346 35
"503" 17041 2.28766737081487 48.882877751786 39
"504" 8102 2.30328866612515 48.8735553344888 26
"505" 11027 2.37722985857134 48.8621350384716 38
"506" 15027 2.31270712109741 48.8365662244334 20
"507" 20045 2.40967010021591 48.8634696412222 30
"508" 10001 2.35997004960728 48.8684999417127 62
"509" 15021 2.29757200598215 48.8448064217359 63
"510" 9113 2.34730323030246 48.8758218550307 30
"511" 5107 2.35245427549219 48.8504580091884 23
"512" 17040 2.28795645234244 48.8798132183375 46
"513" 41203 2.45552917211114 48.8501252320561 51
"514" 15010 2.30286310050181 48.8475753214673 59
"515" 9012 2.34583645559793 48.8715422136421 30
"516" 2015 2.33405446193933 48.8705089372039 31
"517" 34011 2.33208283587176 48.914188312399 23
"518" 31706 2.41562220417951 48.863025492266 25
"519" 12002 2.3705034238696 48.849215862624 16
"520" 15009 2.30705214759679 48.8471756149276 46
"521" 12036 2.39463039871545 48.8403027449996 42
"522" 8001 2.31577971341003 48.8668438032522 41
"523" 14004 2.34079466687066 48.8384318254917 23
"524" 3101 2.35559159277857 48.8686364050255 34
"525" 10010 2.36114143657489 48.8709999898214 33
"526" 13122 2.35851353290333 48.8281562515749 25
"527" 18029 2.34154133909222 48.8945309044796 38
"528" 21005 2.24168824710241 48.8349539796647 25
"529" 15061 2.28414229739467 48.8347683793419 22
"530" 14122 2.30927479982717 48.8265029331101 19
"531" 18025 2.34451792116264 48.8929256534326 39
"532" 7003 2.32507003873862 48.8512303802885 59
"533" 10113 2.36989638366668 48.8713798742566 43
"534" 12030 2.39179585555563 48.8366757964063 33
"535" 10161 2.35950993759232 48.8756701124814 34
"536" 16043 2.2775005469422 48.857802917112 15
"537" 12123 2.43920953770918 48.8442319325566 51
"538" 18122 2.3429634773099 48.8992688633167 29
"539" 908 2.30652 48.86288 20
"540" 12126 2.41845500423476 48.8244077675626 50
"541" 14006 2.33693339124815 48.8331903187525 22
"542" 17117 2.31012053654976 48.8881856419326 30
"543" 6013 2.33753933406029 48.8552546877505 28
"544" 8015 2.32028123421063 48.8734861693498 44
"545" 5014 2.348552018117 48.8416327086177 28
"546" 19119 2.37685300056202 48.8805744614225 26
"547" 13048 2.3443017158653 48.826494328264 28
"548" 6003 2.33081707438869 48.8516478481427 21
"549" 8113 2.31939514437732 48.874923109802 22
"550" 19039 2.37483435116481 48.8797752488603 24
"551" 18012 2.35596672141756 48.8888648960566 36
"552" 21310 2.27225043195652 48.8269297673693 24
"553" 13025 2.34738272948295 48.8224559476497 33
"554" 31702 2.42404643753622 48.870658012859 50
"555" 10002 2.35432769737758 48.8696791244594 17
"556" 43401 2.46402550470253 48.819954101228 45
"557" 11025 2.37289470306807 48.8570414504784 48
"558" 15114 2.31616841206317 48.8389369099596 33
"559" 11013 2.39493447775012 48.8492766381855 46
"560" 17037 2.29214066582886 48.881830717501 22
"561" 9101 2.34352359155475 48.8756396718174 19
"562" 11101 2.38058363232369 48.8525290003959 49
"563" 21012 2.23449077993291 48.8305862961605 50
