TABLE
[9897 12783]:1234.1014994343923
[9897 11966]:603.8907383574458
[9897 11540]:1342.4097411514574
[9897 12533]:515.5598594030758
[9897 12395]:2333.8734217380356
[9897 3113]:1164.6322101548885
[9897 12777]:1026.0473758784783
[9897 12400]:1153.192152236361
[9897 12081]:1092.930922945695
[9897 4409]:2134.4210110422105
[9897 12254]:1723.5531702395683
[9897 11829]:1836.645370326899
[9897 12878]:1062.0586326765429
[9897 12762]:1463.2200624921106
[9897 12702]:1863.2709915313508
[9897 12680]:912.4943240740819
[9897 4553]:1021.1765703678947
[9897 12823]:1483.0591070226728
[9897 12354]:2637.5506384921505
[9897 12052]:1291.7028922795046
[9897 12049]:2154.5145190752373
[9897 11775]:1443.4985801346127
[9897 322]:1619.9247151130364
[9897 12858]:1938.5286405354627
[9897 12511]:2202.3135594096607
[9897 12212]:1470.0413814672322
[9897 12661]:1713.6291331404407
[9897 12346]:1928.643160167382
[9897 12321]:500.56663367182216
[9897 3846]:1636.173207086655
[9897 4049]:1858.958427448846
[9897 12062]:1778.5973876159353
[9897 12898]:1684.6452931718081
[9897 1085]:2460.021573103527
[9897 1823]:1104.964719019882
[9897 11557]:2467.2412406339236
[9897 11938]:1386.64557904332
[9897 7351]:1480.977475059516
[9897 12033]:527.0710085156434
[9897 12337]:1221.230435323711
[9897 11782]:2376.557397366939
[9897 12422]:1425.492830301207
[9897 9183]:1400.6284153537074
[9897 12459]:2616.6962629283803
[9897 11691]:1727.0365729481125
[9897 12152]:1085.3318788793424
[9897 12449]:1227.422962627586
[9897 9751]:1755.308012956878
[9897 11891]:703.4597550448673
[9897 12401]:672.12427267157
[9897 12162]:819.7822849890168
[9897 12819]:1686.2831509636794
[9897 12263]:810.7107716302307
[9897 12792]:1726.9671781821637
[9897 12227]:1454.0351617819877
[9897 11694]:985.4035714011397
[9897 11626]:1209.713001392098
[9897 12363]:2246.980206094459
[9897 1639]:2604.408153548114
[9897 12502]:1089.8062813010813
[9897 11724]:2128.6199970795305
[9897 12319]:1755.778969832371
[9897 12879]:1231.0911774682645
[9897 11846]:308.4471437998226
[9897 12740]:2389.9713034420856
[9897 11736]:1493.4375295606167
[9897 2596]:911.3580114431195
[9897 12317]:1532.132770047217
[9897 8781]:1289.0521133909067
[9897 12256]:1492.5279968238367
[9897 12332]:1210.404099382834
[9897 12359]:1215.5753593043341
[9897 12369]:478.2542019395707
[9897 12189]:2345.7450919109247
[9897 12101]:1837.85884572566
[9897 12539]:2071.3980588855834
[9897 12048]:1602.8555742590174
[9897 12773]:982.0857080276844
[9897 11959]:1848.353765361737
[9897 12415]:528.3446881337671
[9897 2281]:2144.864674651394
[9897 12644]:2071.521374821469
[9897 12865]:1989.6296195903565
[9897 12569]:1190.9531357732958
[9897 11825]:1201.7589443381373
[9897 12772]:1496.7095474228151
[9897 12399]:1328.3591290193583
[9897 11974]:2425.7111395684296
[9897 11528]:1739.4529684994015
[9897 12590]:2389.733167605009
[9897 12888]:1889.8504013953539
[9897 12491]:1177.0002531345626
[9897 12460]:458.26443621614726
[9897 11953]:1035.4764795630065
[9897 11798]:1164.3770486130225
[9897 12669]:766.5815540085252
[9897 12306]:1622.4265940572584
[9897 12214]:1663.2685028890287
[9897 11589]:1974.9953926617668
[9897 12318]:1799.1220271186348
[9897 1075]:2090.44874465782
[9897 12262]:1874.8552875408552
[9897 12519]:1136.397961222884
[9897 12872]:1417.3676440830423
[9897 12566]:2040.2651966793687
[9897 12107]:1052.3690853447486
[9897 12521]:654.3052555749448
[9897 12657]:1254.9156064957872
[9897 11941]:1455.2345272876726
[9897 12225]:620.4803724043596
[9897 11616]:876.5390549345133
[9897 12625]:1778.0035241210664
[9897 11270]:1355.3094877773297
[9897 11592]:1640.2148298024729
[9897 12555]:576.3085780075609
[9897 12179]:1279.632279793983
[9897 12004]:840.9517834335467
[9897 11559]:2468.114874646064
[9897 12036]:2538.3526489119217
[9897 2704]:1958.5710302472191
[9897 11994]:1777.3746674479687
[9897 12843]:2691.5822991606983
[9897 11802]:566.0871235064072
